Date,Price,Open,High,Low,Vol.,Change %
27-06-2019,32639,32546,33009,32546,1.71K,0.36%
26-06-2019,32596,32618,32713,32501,2.66K,0.06%
25-06-2019,32618,32219,32731,32219,1.64K,1.28%
24-06-2019,32179,31744,32194,31744,1.80K,1.43%
21-06-2019,31881,31680,31901,31569,0.87K,0.93%
20-06-2019,31543,31494,31641,31482,201.24K,0.30%
19-06-2019,31509,31673,31757,31467,211.07K,0.42%
18-06-2019,31358,31515,31599,31309,362.16K,-0.94%
17-06-2019,31764,31757,31792,31681,77.73K,-0.14%
14-06-2019,31801,31493,31838,31469,73.37K,0.90%
13-06-2019,31381,31393,31452,31334,37.14K,0.05%
12-06-2019,31294,31397,31399,31191,39.30K,-0.32%
11-06-2019,31399,31384,31436,31306,40.74K,0.12%
10-06-2019,31430,31705,31754,31405,19.97K,-0.82%
07-06-2019,31608,31882,31928,31556,19.65K,-0.90%
06-06-2019,31807,31799,31899,31699,17.97K,0.12%
05-06-2019,31869,31979,32065,31820,16.55K,-0.43%
04-06-2019,31962,31620,31970,31488,44.19K,1.11%
03-06-2019,31556,31497,31622,31470,28.70K,0.16%
31-05-2019,31691,31612,31786,31573,36.98K,0.30%
30-05-2019,31709,31810,31987,31687,27.53K,-0.33%
29-05-2019,31821,31752,31858,31661,25.23K,0.14%
28-05-2019,31670,31604,31744,31530,10.35K,0.20%
27-05-2019,31558,31320,31619,31259,8.82K,0.74%
24-05-2019,31272,31441,31450,31159,27.37K,-0.96%
23-05-2019,31705,31727,31833,31484,8.12K,-0.12%
22-05-2019,31735,31634,31791,31632,5.55K,0.33%
21-05-2019,31629,31806,31806,31590,4.92K,-0.56%
20-05-2019,31792,31566,31841,31493,5.39K,0.71%
17-05-2019,31873,31826,31992,31774,3.60K,0.02%
16-05-2019,31798,31662,31827,31575,5.03K,0.48%
15-05-2019,31698,31797,31822,31569,21.34K,-0.35%
14-05-2019,31847,31852,31944,31805,1.03K,0.13%
13-05-2019,31913,31915,31997,31835,2.80K,-0.06%
10-05-2019,31681,31746,31807,31647,3.34K,-0.03%
09-05-2019,31775,32117,32127,31738,6.09K,-1.09%
08-05-2019,31907,31983,31996,31759,6.25K,-0.29%
07-05-2019,31966,31986,32059,31932,2.67K,0.15%
06-05-2019,31798,32258,32275,31791,4.33K,-1.56%
03-05-2019,32169,32038,32189,31952,5.55K,0.43%
02-05-2019,32179,32032,32223,32012,4.22K,0.49%
01-05-2019,32084,31952,32229,31935,3.37K,0.48%
30-04-2019,31979,32004,32026,31797,3.96K,0.11%
29-04-2019,32023,32050,32126,31791,9.90K,-0.08%
26-04-2019,32063,32100,32149,32001,3.91K,-0.01%
25-04-2019,32212,32135,32252,32078,5.42K,0.08%
24-04-2019,32088,32153,32266,32012,1.81K,-0.32%
23-04-2019,32105,32021,32250,31935,2.98K,0.24%
22-04-2019,31996,32466,32532,31949,5.57K,-1.18%
19-04-2019,32241,32359,32444,32163,201.61K,-0.34%
18-04-2019,32346,32515,32539,32275,122.60K,-0.57%
17-04-2019,32549,32321,32593,32255,85.90K,0.78%
16-04-2019,32342,32262,32396,32198,79.64K,0.39%
15-04-2019,32155,32277,32466,32045,61.63K,0.44%
12-04-2019,31918,32016,32297,31833,55.44K,-0.37%
11-04-2019,31959,31879,32061,31850,34.04K,0.38%
10-04-2019,31897,31912,32019,31814,24.63K,-0.09%
09-04-2019,31987,31816,32070,31772,39.41K,0.58%
08-04-2019,31930,32278,32303,31871,31.49K,-1.09%
05-04-2019,32104,31911,32155,31897,33.49K,0.87%
04-04-2019,31741,31634,31846,31598,37.83K,0.53%
03-04-2019,31331,31521,31524,31319,34.47K,-0.64%
02-04-2019,31750,31439,31791,31414,33.72K,1.02%
01-04-2019,31559,31576,31640,31430,51.05K,-0.11%
29-03-2019,31584,31608,31679,31504,13.12K,0.23%
28-03-2019,31513,31584,31655,31447,18.12K,-0.22%
27-03-2019,31540,31711,31799,31450,13.64K,-0.90%
26-03-2019,31780,32174,32204,31585,32.36K,-1.28%
25-03-2019,32142,32271,32441,32091,8.31K,-0.39%
22-03-2019,32399,32639,32646,32329,18.90K,-0.55%
21-03-2019,32408,32427,32495,32333,8.87K,-0.07%
20-03-2019,32420,32440,32549,32369,4.22K,-0.25%
19-03-2019,32607,32436,32670,32385,8.27K,0.38%
18-03-2019,32299,32633,32696,32195,6.33K,-1.48%
15-03-2019,32947,32847,32986,32762,4.04K,0.23%
14-03-2019,33063,32569,33066,32554,5.59K,0.48%
13-03-2019,32982,32496,32987,32467,348.64K,1.23%
12-03-2019,32627,32468,32718,32436,2.83K,0.61%
11-03-2019,32533,32442,32614,32309,3.61K,-0.09%
08-03-2019,32638,32631,32796,32473,5.40K,0.09%
07-03-2019,32657,32575,32761,32575,3.90K,0.15%
06-03-2019,32591,32744,32752,32475,4.95K,-0.50%
05-03-2019,32946,32834,32968,32777,6.48K,0.33%
04-03-2019,33034,32947,33072,32847,5.73K,-0.02%
01-03-2019,33081,33202,33212,32974,2.26K,-0.37%
28-02-2019,33129,33044,33167,33022,4.21K,0.00%
27-02-2019,33298,33378,33391,33134,2.89K,-0.21%
26-02-2019,33255,33343,33396,33220,3.62K,-0.23%
25-02-2019,33271,33281,33411,33201,4.30K,0.73%
22-02-2019,33123,33155,33448,33075,8.29K,0.51%
21-02-2019,33015,32847,33063,32829,185.54K,0.45%
20-02-2019,32795,32775,32808,32630,126.08K,0.39%
19-02-2019,32801,32343,32929,32313,90.11K,1.42%
18-02-2019,32380,32441,32484,32270,70.66K,-0.33%
15-02-2019,32463,32478,32510,32307,62.35K,0.05%
14-02-2019,32304,32254,32344,32119,73.64K,0.48%
13-02-2019,32086,32018,32126,31901,318.85K,-0.43%
12-02-2019,32068,32302,32310,32004,32.33K,-0.75%
11-02-2019,32589,32635,32655,32492,19.83K,-0.12%
08-02-2019,32646,32535,32686,32490,17.57K,0.42%
07-02-2019,32567,32668,32728,32522,27.92K,-0.24%
06-02-2019,32760,32671,32888,32669,42.25K,0.15%
05-02-2019,32703,32652,32854,32647,33.60K,0.16%
04-02-2019,32732,32916,32992,32711,39.62K,-0.35%
01-02-2019,32720,32571,32790,32437,30.71K,0.47%
31-01-2019,32349,32449,32469,32207,38.26K,-0.31%
30-01-2019,32575,32497,32746,32432,12.45K,0.33%
29-01-2019,32540,32772,32900,32349,11.88K,-0.69%
28-01-2019,32620,32427,32660,32409,15.28K,0.83%
25-01-2019,32274,32297,32437,32187,14.46K,0.22%
24-01-2019,32250,32297,32373,32202,11.64K,-0.12%
23-01-2019,32376,32238,32391,32221,4.61K,0.15%
22-01-2019,32360,32071,32368,32064,5.52K,0.64%
21-01-2019,32122,32122,32350,31991,4.22K,0.09%
18-01-2019,32102,31808,32149,31808,3.90K,1.09%
17-01-2019,31684,31829,31887,31661,5.35K,-0.78%
16-01-2019,31903,31379,31955,31359,10.10K,0.92%
15-01-2019,31666,31598,31806,31390,5.06K,0.22%
14-01-2019,31444,31352,31454,31330,10.50K,0.14%
11-01-2019,31239,30976,31247,30939,5.21K,0.84%
10-01-2019,30988,31105,31132,30864,3.72K,-0.49%
09-01-2019,31201,31291,31301,31132,3.89K,-0.21%
08-01-2019,31080,31033,31137,31013,4.90K,0.22%
07-01-2019,30862,30931,31049,30842,7.13K,-0.18%
04-01-2019,30804,30948,30968,30745,5.92K,-0.25%
03-01-2019,31128,30889,31208,30889,7.94K,0.73%
02-01-2019,30855,30860,31003,30766,5.32K,0.08%
01-01-2019,30589,30638,30638,30496,1.64K,-0.31%
31-12-2018,30736,30491,30756,30476,3.67K,0.56%
28-12-2018,30724,30423,30739,30416,2.38K,1.11%
27-12-2018,30572,30654,30694,30473,2.62K,-0.36%
26-12-2018,30557,30473,30661,30473,3.08K,0.53%
25-12-2018,30388,30168,30486,30066,209.03K,0.81%
24-12-2018,30167,30379,30459,30115,135.21K,-0.72%
21-12-2018,30399,30442,30543,30382,142.17K,-0.03%
20-12-2018,30340,30431,30498,30268,62.61K,0.48%
19-12-2018,30323,30437,30472,30251,240.35K,-0.86%
18-12-2018,30735,30608,30807,30545,53.07K,0.55%
17-12-2018,30994,31087,31206,30971,46.66K,-0.33%
14-12-2018,31232,31179,31260,31064,34.54K,0.17%
13-12-2018,31009,30790,31088,30790,30.63K,0.65%
12-12-2018,30944,30858,30987,30746,16.27K,0.42%
11-12-2018,31008,30847,31192,30702,23.06K,0.72%
10-12-2018,30884,30894,30986,30758,35.58K,-0.17%
07-12-2018,30229,30394,30444,30159,30.63K,-0.43%
06-12-2018,30355,30747,30747,30322,48.33K,-1.35%
05-12-2018,30644,30708,30721,30539,33.19K,-0.29%
04-12-2018,30720,30715,30949,30616,24.65K,0.19%
03-12-2018,30621,30795,30897,30587,12.00K,-0.48%
30-11-2018,30425,30479,30524,30330,11.09K,-0.07%
29-11-2018,30504,30566,30620,30455,10.19K,-0.42%
28-11-2018,31010,30457,31022,30457,25.43K,1.94%
27-11-2018,30482,30719,30729,30447,21.57K,-0.85%
26-11-2018,30759,30929,30939,30664,5.16K,-0.19%
23-11-2018,30747,30977,30994,30712,5.19K,-0.66%
22-11-2018,30967,30945,31219,30897,7.73K,0.27%
21-11-2018,31153,31264,31390,31108,14.07K,0.11%
20-11-2018,31173,31228,31319,31100,2.26K,-0.46%
19-11-2018,31395,31102,31547,31085,4.01K,1.00%
16-11-2018,31245,31390,31448,31200,12.32K,-0.32%
15-11-2018,31318,31324,31443,31268,2.36K,-0.12%
14-11-2018,31529,31409,31610,31314,3.41K,0.23%
13-11-2018,31590,31595,31723,31500,2.25K,-0.29%
12-11-2018,31789,31784,31912,31673,1.89K,0.05%
09-11-2018,31608,31365,31769,31365,4.70K,0.68%
08-11-2018,31350,31508,31508,31289,8.20K,-0.46%
07-11-2018,31526,30777,31580,30685,18.34K,2.86%
06-11-2018,30863,30863,30984,30742,7.15K,0.16%
05-11-2018,30867,30875,30960,30748,4.84K,0.24%
02-11-2018,30522,31008,31008,30459,5.89K,-1.40%
01-11-2018,31391,31339,31486,31269,8.43K,0.34%
31-10-2018,31499,31502,31726,31445,11.23K,-0.10%
30-10-2018,31411,31528,31643,31359,2.06K,-0.34%
29-10-2018,31398,31018,31530,31018,3.74K,1.28%
26-10-2018,31027,31139,31149,30934,3.49K,-0.37%
25-10-2018,31046,30806,31085,30739,3.69K,0.75%
24-10-2018,30814,31127,31204,30775,7.62K,-0.52%
23-10-2018,31109,31276,31312,30993,343.48K,-0.50%
22-10-2018,31269,31217,31342,31171,197.64K,0.06%
19-10-2018,31173,31162,31287,31023,214.29K,0.26%
18-10-2018,31158,31438,31534,31021,344.75K,-0.83%
17-10-2018,31447,31382,31497,31286,241.61K,0.25%
16-10-2018,31312,31169,31382,31154,233.87K,0.45%
15-10-2018,31301,31392,31439,31234,229.11K,-0.24%
12-10-2018,31309,31153,31410,31093,209.94K,0.39%
11-10-2018,31373,31517,31705,31284,282.26K,-0.59%
10-10-2018,31644,31754,31901,31560,304.35K,-0.22%
09-10-2018,31753,31559,31832,31404,304.32K,0.72%
08-10-2018,31408,31361,31476,31160,263.07K,0.20%
05-10-2018,31221,31244,31325,31127,213.40K,-0.05%
04-10-2018,31177,31312,31400,31133,287.65K,-0.32%
03-10-2018,31157,31111,31375,31059,284.20K,0.25%
02-10-2018,30902,30796,30976,30776,209.56K,0.18%
01-10-2018,30845,31030,31118,30742,421.47K,0.00%
28-09-2018,30670,30872,30887,30567,421.47K,-0.63%
27-09-2018,30890,30879,31099,30823,265.11K,0.14%
26-09-2018,30859,31053,31089,30784,288.07K,-0.54%
25-09-2018,31062,30936,31118,30936,241.90K,-0.24%
24-09-2018,31129,31214,31291,30909,273.18K,-0.13%
21-09-2018,30986,30948,31057,30815,209.19K,0.22%
20-09-2018,30821,30270,30874,30216,293.98K,1.62%
19-09-2018,30476,30701,30716,30379,232.88K,-0.77%
18-09-2018,30862,30854,30993,30757,234.15K,0.28%
17-09-2018,30705,30636,30815,30559,218.29K,0.45%
14-09-2018,30289,30183,30368,30162,205.77K,0.88%
13-09-2018,30091,30002,30289,29946,255.79K,0.02%
12-09-2018,30137,30112,30264,29707,362.11K,-0.08%
11-09-2018,30363,30786,30799,30235,377.68K,-1.31%
10-09-2018,30687,30697,30818,30641,242.55K,0.15%
07-09-2018,30360,30854,30930,30352,374.12K,-1.65%
06-09-2018,30938,30963,31088,30788,328.24K,-0.07%
05-09-2018,30877,30930,31021,30839,232.04K,-0.09%
04-09-2018,30831,30773,30902,30644,263.24K,0.22%
03-09-2018,30604,30541,30755,30536,205.38K,0.05%
31-08-2018,30499,30607,30707,30416,199.54K,-0.45%
30-08-2018,30524,30345,30657,30257,280.21K,0.25%
29-08-2018,30357,30471,30603,30237,234.63K,-0.61%
28-08-2018,30355,30481,30506,30276,218.46K,-0.49%
27-08-2018,30532,30455,30636,30259,297.83K,0.17%
24-08-2018,30395,30385,30459,30304,183.75K,0.30%
23-08-2018,30362,30352,30454,30204,16.49K,-0.22%
22-08-2018,30327,30465,30556,30231,24.23K,-0.48%
21-08-2018,30468,30281,30522,30261,6.86K,0.52%
20-08-2018,30293,30276,30391,30115,10.64K,0.02%
17-08-2018,30407,30555,30644,30333,7.64K,-0.47%
16-08-2018,30546,30368,30573,30173,8.72K,0.55%
15-08-2018,30304,30383,30440,29984,20.77K,-0.34%
14-08-2018,30425,30420,30437,30255,4.97K,0.05%
13-08-2018,30436,30772,30879,30412,5.00K,-1.00%
10-08-2018,30249,30298,30390,30222,4.24K,-0.13%
09-08-2018,30231,30386,30403,30124,7.79K,-0.45%
08-08-2018,30322,30233,30371,30204,6.63K,0.16%
07-08-2018,30261,30541,30563,30198,6.24K,-0.88%
06-08-2018,30618,30696,30749,30436,4.53K,-0.33%
03-08-2018,30593,30504,30762,30504,5.73K,0.31%
02-08-2018,30534,30600,30609,30484,2.69K,-0.22%
01-08-2018,30480,30357,30562,30318,4.21K,0.43%
31-07-2018,30398,30372,30451,30239,392.95K,-0.02%
30-07-2018,30467,30228,30586,30112,6.21K,0.95%
27-07-2018,30179,30492,30506,30155,9.33K,-1.04%
26-07-2018,30521,30390,30577,30347,3.46K,0.28%
25-07-2018,30467,30518,30579,30377,3.15K,-0.41%
24-07-2018,30690,30787,30824,30600,3.91K,-0.29%
23-07-2018,30734,30916,30963,30661,1.92K,-0.71%
20-07-2018,30908,30981,31037,30847,1.66K,-0.13%
19-07-2018,31075,31029,31119,31029,2.66K,0.01%
18-07-2018,30895,30883,30929,30706,3.15K,-0.31%
17-07-2018,30904,30928,30986,30790,5.70K,-0.32%
16-07-2018,31057,31139,31251,30917,1.89K,-0.12%
13-07-2018,31073,31097,31187,31064,2.00K,0.13%
12-07-2018,31041,31677,31711,31034,6.06K,-2.29%
11-07-2018,31866,31735,31975,31694,1.79K,0.54%
10-07-2018,31708,31645,31778,31545,2.44K,0.15%
09-07-2018,31618,31715,31715,31555,0.90K,-0.29%
06-07-2018,31777,31784,31860,31648,1.66K,0.04%
05-07-2018,31800,31763,31838,31637,2.86K,-0.01%
04-07-2018,31714,31663,31818,31620,3.77K,0.11%
03-07-2018,31613,31606,31725,31531,3.73K,-0.07%
02-07-2018,31714,31575,31769,31510,1.48K,0.38%
29-06-2018,31475,31487,31591,31393,1.45K,-0.15%
28-06-2018,31699,31801,31813,31553,2.32K,-0.41%
27-06-2018,31737,31815,31887,31669,1.86K,-0.14%
26-06-2018,31658,31665,31709,31509,1.97K,0.66%
25-06-2018,31333,31372,31506,31153,362.21K,0.39%
22-06-2018,31099,31056,31269,30917,386.33K,-0.76%
21-06-2018,31373,31373,31459,31267,96.67K,-0.06%
20-06-2018,31445,31162,31493,31147,101.75K,1.16%
19-06-2018,31199,31226,31416,31132,67.84K,-0.20%
18-06-2018,31138,31157,31232,31028,47.66K,0.08%
15-06-2018,31123,31104,31171,30893,53.90K,-0.04%
14-06-2018,30966,30942,31019,30825,26.61K,0.13%
13-06-2018,30905,30922,31010,30781,20.02K,-0.17%
12-06-2018,30882,30837,30999,30749,22.14K,0.09%
11-06-2018,30849,31389,31434,30799,39.69K,-2.12%
08-06-2018,31546,31550,31650,31419,30.88K,-0.20%
07-06-2018,31558,31580,31687,31482,25.71K,-0.12%
06-06-2018,31325,31101,31346,31051,20.63K,0.70%
05-06-2018,31226,31274,31340,31027,39.31K,-0.05%
04-06-2018,31229,31255,31340,31049,52.68K,-0.03%
01-06-2018,31203,31239,31345,31121,19.44K,-0.05%
31-05-2018,31420,31370,31461,31275,13.28K,0.15%
30-05-2018,31377,31211,31525,31211,12.61K,0.55%
29-05-2018,31391,31362,31609,31362,27.66K,-0.09%
28-05-2018,31216,31432,31449,31112,12.15K,-0.93%
25-05-2018,31663,31789,31823,31465,25.61K,-0.33%
24-05-2018,32054,31919,32124,31876,5.21K,0.42%
23-05-2018,31936,32090,32172,31899,4.29K,-0.36%
22-05-2018,31887,32098,32149,31825,8.12K,-0.76%
21-05-2018,32177,32049,32208,31956,5.10K,0.68%
18-05-2018,31902,32209,32218,31895,8.04K,-1.06%
17-05-2018,32138,32341,32341,32109,11.02K,-0.77%
16-05-2018,32394,32475,32607,32270,2.99K,-0.35%
15-05-2018,32653,32573,32782,32463,4.16K,0.30%
14-05-2018,32308,32289,32351,32096,3.10K,-0.09%
11-05-2018,32241,32165,32307,32062,2.91K,0.21%
10-05-2018,32119,31911,32171,31825,8.20K,0.45%
09-05-2018,32024,32371,32371,31903,12.19K,-1.33%
08-05-2018,32351,31939,32562,31939,8.77K,1.05%
07-05-2018,32019,31870,32024,31749,4.32K,0.43%
04-05-2018,31730,31659,31751,31504,7.29K,0.29%
03-05-2018,31567,31424,31631,31252,4.47K,0.57%
02-05-2018,31398,31584,31624,31341,3.52K,-0.86%
01-05-2018,31723,31633,32006,31612,4.50K,0.22%
30-04-2018,31493,31676,31704,31390,3.70K,-0.70%
27-04-2018,31793,31402,31844,31374,4.98K,1.47%
26-04-2018,31419,31466,31541,31379,4.28K,-0.21%
25-04-2018,31539,32028,32063,31490,8.69K,-0.88%
24-04-2018,31575,31842,31920,31517,296.48K,-0.96%
23-04-2018,31937,31696,31958,31663,192.81K,0.38%
20-04-2018,31662,31190,31676,31172,127.20K,1.69%
19-04-2018,30977,31088,31153,30909,70.66K,0.44%
18-04-2018,30770,30531,31124,30496,66.74K,0.74%
17-04-2018,30526,30637,30667,30406,56.56K,-0.44%
16-04-2018,30562,30472,30604,30325,49.99K,0.41%
13-04-2018,30338,30437,30554,30276,26.99K,-0.42%
12-04-2018,30481,30647,30718,30416,14.09K,-0.59%
11-04-2018,30649,30672,30764,30561,28.68K,-0.12%
10-04-2018,30540,30455,30576,30242,40.23K,0.47%
09-04-2018,30398,30469,30482,30276,31.32K,-0.24%
06-04-2018,30459,30418,30498,30212,43.90K,0.17%
05-04-2018,30388,30493,30569,30340,31.57K,-0.43%
04-04-2018,30593,30832,30917,30493,31.03K,-0.57%
03-04-2018,30747,30416,30850,30416,13.45K,1.15%
02-04-2018,30457,30569,30656,30418,16.20K,-0.26%
30-03-2018,30530,30408,30603,30362,10.25K,1.39%
29-03-2018,30112,30447,30493,30073,27.77K,-0.96%
28-03-2018,30425,30443,30551,30397,24.31K,-0.04%
27-03-2018,30336,30709,30785,30249,14.02K,-1.06%
26-03-2018,30604,30527,30826,30513,15.35K,0.19%
23-03-2018,30623,30703,30703,30558,7.85K,-0.17%
22-03-2018,30730,30596,30762,30502,10.48K,0.04%
21-03-2018,30751,30731,30880,30579,2.96K,0.07%
20-03-2018,30745,31170,31260,30733,15.41K,0.41%
19-03-2018,30625,31062,31150,30611,374.05K,-2.23%
16-03-2018,31214,31219,31397,31017,17.72K,0.07%
15-03-2018,31193,31127,31292,31093,11.53K,-0.18%
14-03-2018,31176,30573,31188,30305,14.55K,2.07%
13-03-2018,30550,30419,30623,30406,5.04K,0.29%
12-03-2018,30522,30304,30602,30302,7.76K,0.80%
09-03-2018,30344,30519,30553,30289,6.27K,-0.25%
08-03-2018,30410,30440,30532,30188,7.80K,0.33%
07-03-2018,30205,30498,30655,30182,4.79K,-1.12%
06-03-2018,30557,30846,31008,30404,6.26K,-0.52%
05-03-2018,30774,30729,30946,30660,4.52K,-0.06%
02-03-2018,30885,31182,31251,30720,6.84K,-0.78%
01-03-2018,31134,31120,31279,30964,3.87K,0.35%
28-02-2018,31016,30972,31189,30851,5.95K,0.24%
27-02-2018,30805,30906,31084,30752,7.58K,0.01%
26-02-2018,30731,30928,30987,30635,233.76K,-0.89%
23-02-2018,30979,30876,31066,30783,142.27K,-0.79%
22-02-2018,31354,31232,31411,30854,142.58K,0.48%
21-02-2018,31121,30773,31244,30725,159.34K,1.47%
20-02-2018,30696,30621,30808,30561,70.40K,0.36%
19-02-2018,30299,30356,30376,30208,104.32K,-0.08%
16-02-2018,30307,30178,30414,30162,35.64K,0.45%
15-02-2018,30023,30028,30159,29958,21.63K,-0.89%
14-02-2018,30389,30398,30506,30102,59.49K,0.15%
13-02-2018,30422,30422,30596,30308,39.94K,0.37%
12-02-2018,30318,30322,30497,30204,499.76K,-0.20%
09-02-2018,30424,30153,30537,30110,36.01K,0.94%
08-02-2018,30105,29985,30150,29962,19.60K,0.24%
07-02-2018,30023,29889,30225,29792,38.91K,0.42%
06-02-2018,29873,30045,30047,29780,48.11K,-0.51%
05-02-2018,29982,29991,30041,29880,31.68K,-0.14%
02-02-2018,30021,30057,30070,29851,14.45K,0.05%
01-02-2018,29935,29779,30059,29610,29.63K,0.23%
31-01-2018,29666,29673,29756,29453,20.47K,0.19%
30-01-2018,29675,29428,29767,29415,18.34K,0.53%
29-01-2018,29479,29209,29492,29185,14.17K,0.93%
26-01-2018,29203,29077,29205,29052,6.63K,0.46%
25-01-2018,29036,28958,29076,28919,4.81K,0.29%
24-01-2018,29017,28842,29035,28799,1.91K,0.69%
23-01-2018,28865,28682,28901,28640,7.11K,0.64%
22-01-2018,28741,28709,28775,28655,6.16K,0.09%
19-01-2018,28689,28588,28725,28581,2.93K,0.43%
18-01-2018,28585,28601,28669,28543,3.43K,-0.09%
17-01-2018,28619,28425,28651,28405,2.17K,0.63%
16-01-2018,28499,28472,28657,28467,4.98K,0.03%
15-01-2018,28265,28274,28364,28171,5.68K,0.68%
12-01-2018,28117,28061,28357,27973,4.80K,0.56%
11-01-2018,27995,28038,28118,27919,4.71K,-0.42%
10-01-2018,28085,28168,28222,27993,2.24K,-0.12%
09-01-2018,28137,28159,28262,28047,3.63K,-0.37%
08-01-2018,28156,28431,28458,27997,4.50K,-1.02%
05-01-2018,28386,28435,28502,28362,1.80K,0.09%
04-01-2018,28386,28706,28715,28353,3.10K,-1.00%
03-01-2018,28720,28731,28776,28624,1.47K,-0.36%
02-01-2018,28803,28691,29024,28621,3.21K,0.44%
01-01-2018,28777,29008,29024,28696,4.92K,-0.74%
29-12-2017,29063,29320,29376,29040,4.78K,-0.66%
28-12-2017,29367,29358,29414,29260,230.27K,0.02%
27-12-2017,29378,29222,29480,29193,144.65K,0.55%
26-12-2017,29186,29283,29317,29134,83.55K,0.35%
25-12-2017,29070,29174,29206,29021,347.03K,-0.73%
22-12-2017,29285,29014,29335,28975,103.58K,0.82%
21-12-2017,29045,28928,29102,28910,60.04K,0.51%
20-12-2017,28942,29401,29401,28914,39.00K,-1.63%
19-12-2017,29396,28985,29414,28982,35.51K,1.43%
18-12-2017,29050,29055,29129,28978,17.92K,0.04%
15-12-2017,28980,29046,29256,28955,28.69K,-0.40%
14-12-2017,29216,29116,29234,28923,23.06K,0.31%
13-12-2017,29179,29086,29200,29079,22.81K,0.38%
12-12-2017,29047,29334,29345,29036,36.01K,-1.03%
11-12-2017,29325,29202,29370,29166,27.34K,0.30%
08-12-2017,29295,29145,29391,29136,23.18K,0.62%
07-12-2017,29156,29306,29313,29081,19.79K,-0.45%
06-12-2017,29270,29015,29320,28929,17.78K,0.98%
05-12-2017,28909,29111,29173,28834,12.75K,-0.70%
04-12-2017,29123,29061,29277,29029,9.99K,0.06%
01-12-2017,29168,29033,29268,28979,11.11K,0.54%
30-11-2017,28997,29147,29172,28954,16.93K,-0.56%
29-11-2017,29102,29016,29148,28923,7.20K,0.46%
28-11-2017,28991,28904,29059,28811,4.06K,0.17%
27-11-2017,28971,29198,29289,28905,11.67K,-0.73%
24-11-2017,29276,29258,29322,29114,4.48K,0.05%
23-11-2017,29211,29311,29359,29131,2.99K,-0.20%
22-11-2017,29410,29372,29484,29241,3.15K,0.04%
21-11-2017,29399,29665,29671,29378,11.08K,-0.74%
20-11-2017,29719,29554,29758,29439,22.76K,0.54%
17-11-2017,29520,29607,29683,29421,3.24K,-0.25%
16-11-2017,29721,29979,29997,29659,7.30K,-1.29%
15-11-2017,30098,30167,30223,29859,1.96K,-0.12%
14-11-2017,30200,29999,30230,29937,2.65K,0.62%
13-11-2017,30027,29976,30089,29925,6.41K,0.60%
10-11-2017,29735,29765,29894,29700,2.44K,-0.38%
09-11-2017,29749,29577,29813,29561,14.67K,0.69%
08-11-2017,29520,29387,29584,29358,3.10K,0.79%
07-11-2017,29352,29269,29444,29077,5.14K,0.13%
06-11-2017,29117,29224,29304,29028,1.83K,-0.28%
03-11-2017,29170,29111,29347,29086,1.81K,0.17%
02-11-2017,29126,29095,29181,29047,1.56K,-0.09%
01-11-2017,29149,29302,29302,29067,2.19K,-0.70%
31-10-2017,29438,29553,29623,29292,3.49K,-0.30%
30-10-2017,29578,29495,29635,29390,1.69K,0.39%
27-10-2017,29545,29763,29807,29460,374.77K,-1.07%
26-10-2017,29772,30058,30124,29619,385.65K,-0.75%
25-10-2017,30035,29806,30134,29582,362.67K,1.08%
24-10-2017,29790,29712,29891,29712,264.47K,0.21%
23-10-2017,29698,29927,29932,29615,402.21K,-1.64%
20-10-2017,30201,30162,30279,29813,351.42K,0.44%
19-10-2017,30047,30045,30155,30004,275.31K,-0.02%
18-10-2017,30080,30382,30382,30018,271.33K,-1.09%
17-10-2017,30398,30593,30697,30348,320.51K,-0.31%
16-10-2017,30338,30299,30465,30114,336.58K,0.10%
13-10-2017,30308,30495,30593,30228,306.37K,-0.35%
12-10-2017,30584,30562,30667,30447,287.75K,-0.22%
11-10-2017,30700,30834,30905,30583,303.11K,-1.15%
10-10-2017,31100,31164,31357,31005,386.65K,0.07%
09-10-2017,31129,30868,31249,30827,363.78K,0.84%
06-10-2017,30890,31028,31090,30830,309.35K,-0.41%
05-10-2017,30896,30785,31015,30588,557.99K,0.00%
04-10-2017,30841,30731,30960,30534,368.17K,1.06%
03-10-2017,30731,30650,30826,30523,368.17K,0.62%
02-10-2017,30460,30274,30617,30002,376.31K,0.62%
29-09-2017,30274,30290,30393,30181,312.01K,-0.36%
28-09-2017,30459,30495,30759,30267,460.45K,0.27%
27-09-2017,30489,30079,30547,30065,321.81K,1.34%
26-09-2017,29969,29817,30050,29586,358.61K,0.46%
25-09-2017,29681,29773,29791,29619,246.72K,-0.21%
22-09-2017,29591,29493,29644,29436,235.69K,0.29%
21-09-2017,29514,29653,29676,29422,268.99K,-0.44%
20-09-2017,29407,29235,29476,29169,261.48K,0.39%
19-09-2017,29295,29345,29642,29238,396.54K,-0.06%
18-09-2017,29248,29194,29330,29113,329.84K,0.74%
15-09-2017,29012,28876,29161,28792,273.20K,0.25%
14-09-2017,28945,29110,29126,28787,287.56K,-0.83%
13-09-2017,29136,29271,29271,28996,238.07K,-0.28%
12-09-2017,29227,29193,29319,29062,265.33K,0.30%
11-09-2017,29095,28939,29178,28874,269.83K,0.84%
08-09-2017,28784,28487,28905,28482,290.97K,1.32%
07-09-2017,28510,28517,28700,28386,247.54K,0.10%
06-09-2017,28503,28503,28526,28429,1.43K,0.01%
05-09-2017,28521,28763,28786,28422,9.06K,-0.77%
04-09-2017,28713,28666,28772,28456,6.86K,-0.31%
