Date,Price,Open,High,Low,Vol.,Change %
21-04-2021,46398,46478,46494,46142,1.72K,-0.08%
20-04-2021,46408,46057,46496,46028,3.87K,0.83%
19-04-2021,45701,45738,45838,45514,1.37K,0.02%
16-04-2021,45495,44998,45571,44930,2.20K,0.75%
15-04-2021,45274,44478,45290,44269,2.71K,1.75%
14-04-2021,44690,45402,45429,44497,2.72K,-1.56%
13-04-2021,45524,45996,46060,45285,182.75K,-1.16%
12-04-2021,45886,45696,45971,45529,99.68K,0.43%
09-04-2021,45535,45764,46056,45408,74.22K,-0.47%
08-04-2021,45655,45463,45770,45373,72.47K,0.46%
07-04-2021,45317,45676,45760,45256,65.40K,-0.74%
06-04-2021,45116,45300,45344,44810,38.35K,-0.20%
05-04-2021,45102,44905,45213,44724,40.49K,0.54%
02-04-2021,44902,45194,45455,44500,19.36K,0.31%
01-04-2021,44729,44812,45337,44598,15.64K,-0.23%
31-03-2021,44720,44702,44963,44563,16.65K,0.08%
30-03-2021,44866,44772,44962,44607,19.53K,0.55%
29-03-2021,44203,44208,44408,43613,42.74K,-0.16%
26-03-2021,44190,44251,44579,44039,50.44K,0.04%
25-03-2021,44202,44020,44287,43789,58.59K,0.28%
24-03-2021,44037,43099,44080,43012,48.45K,2.31%
23-03-2021,43017,43608,43890,42899,64.06K,-1.22%
22-03-2021,43444,43362,43615,43041,52.83K,-0.12%
19-03-2021,43518,43737,44039,43188,21.57K,-0.87%
18-03-2021,44075,44598,44647,43669,12.21K,-1.03%
17-03-2021,44452,44144,44544,43717,11.03K,0.62%
16-03-2021,44144,44390,45016,44001,10.64K,-0.33%
15-03-2021,44305,45326,45430,43959,16.64K,-2.63%
12-03-2021,45599,46330,46330,45310,9.09K,-1.24%
11-03-2021,46180,46362,46544,45775,6.49K,-0.43%
10-03-2021,46399,46492,46630,46112,5.53K,-0.14%
09-03-2021,46495,45843,46585,45733,6.10K,1.74%
08-03-2021,46069,46002,46400,45619,7.96K,0.13%
05-03-2021,45903,45929,46233,45683,5.73K,0.12%
04-03-2021,45563,46059,46105,45456,8.11K,-1.45%
03-03-2021,46361,47032,47081,46096,6.43K,0.16%
02-03-2021,46489,47187,47215,46208,355.92K,-1.48%
01-03-2021,47280,47366,47462,46952,3.84K,-0.21%
26-02-2021,47722,48181,48270,47610,4.30K,-0.86%
25-02-2021,47358,47274,47699,47158,5.70K,0.29%
24-02-2021,46989,46856,47291,46805,3.40K,0.19%
23-02-2021,46897,46440,47035,46210,6.06K,1.17%
22-02-2021,46399,45937,46458,45883,6.31K,1.22%
19-02-2021,45912,47030,47043,45746,5.83K,-2.38%
18-02-2021,47049,47141,47316,46916,6.79K,0.10%
17-02-2021,47165,47936,47982,47093,5.63K,-1.62%
16-02-2021,47964,47997,48267,47668,16.65K,0.72%
15-02-2021,47461,47331,48186,47244,6.79K,0.49%
12-02-2021,47212,47317,47875,47092,10.09K,-0.28%
11-02-2021,47420,47559,47594,46997,174.14K,-0.32%
10-02-2021,47627,47727,47876,47532,91.25K,-0.23%
09-02-2021,47775,47765,48081,47544,89.52K,-0.05%
08-02-2021,47850,48213,48215,47330,77.97K,-0.50%
05-02-2021,48013,48174,48239,47804,48.23K,-0.05%
04-02-2021,48128,47433,48267,47217,52.60K,1.42%
03-02-2021,47363,47062,47476,46353,90.42K,0.21%
02-02-2021,47331,47038,47455,46318,331.59K,0.35%
01-02-2021,47295,47726,47979,47099,40.61K,-1.17%
29-01-2021,47715,47561,47862,47072,73.07K,-0.18%
28-01-2021,47827,47822,48026,47490,70.54K,0.57%
27-01-2021,47637,47701,48142,47425,51.42K,-0.36%
26-01-2021,47708,47657,47839,46844,54.96K,0.83%
25-01-2021,47353,49461,49479,47155,56.15K,-4.08%
22-01-2021,49378,49582,49785,49229,10.63K,0.26%
21-01-2021,49240,50406,50624,49090,25.53K,-2.34%
20-01-2021,50380,50172,50437,49969,12.67K,0.39%
19-01-2021,50373,49376,50422,49345,16.79K,2.71%
18-01-2021,49041,49128,49289,48891,5.35K,0.09%
15-01-2021,48955,48664,49090,48607,3.35K,0.56%
14-01-2021,48651,48517,48855,48466,4.37K,0.13%
13-01-2021,48647,48804,49245,48450,3.94K,-0.14%
12-01-2021,48750,48606,48818,48489,2.57K,0.27%
11-01-2021,48784,48450,48919,48356,2.30K,0.42%
08-01-2021,48493,48814,48980,48325,4.15K,-0.66%
07-01-2021,48876,49130,49612,48263,3.96K,-0.32%
06-01-2021,48836,48882,49001,48660,2.55K,-0.08%
05-01-2021,48870,48280,49167,48251,5.68K,1.69%
04-01-2021,48025,47986,48298,47757,4.18K,0.19%
01-01-2021,47962,47345,48054,47312,3.22K,1.27%
31-12-2020,47315,47647,47647,47029,3.68K,-0.62%
30-12-2020,47670,47592,47881,47241,4.30K,0.33%
29-12-2020,47682,47837,48106,47555,4.64K,-0.06%
28-12-2020,47803,48750,48750,47539,5.56K,-1.94%
25-12-2020,48757,48515,48876,48474,4.14K,0.48%
24-12-2020,48521,47914,48698,47460,8.07K,1.42%
23-12-2020,47990,48092,48308,47785,4.88K,-0.04%
22-12-2020,48057,47856,48213,47687,4.06K,0.59%
21-12-2020,47888,47603,48026,47389,7.07K,0.61%
18-12-2020,47307,46302,47356,46282,4.19K,2.13%
17-12-2020,46289,46554,46606,45939,3.74K,-0.41%
16-12-2020,46551,47190,47432,46268,7.72K,0.22%
15-12-2020,46396,47018,47291,46095,282.35K,-1.28%
14-12-2020,47047,47068,47320,46878,133.60K,0.02%
11-12-2020,47102,47927,47937,46915,126.76K,-1.80%
10-12-2020,47970,48797,48922,47718,108.43K,-1.82%
09-12-2020,48847,48629,49016,48496,46.61K,0.61%
08-12-2020,48550,48813,48834,48259,42.39K,-0.65%
07-12-2020,48906,49083,49179,48567,46.70K,-0.64%
04-12-2020,49219,49297,49416,48995,21.64K,-0.15%
03-12-2020,49354,49344,49620,48695,31.18K,0.06%
02-12-2020,49259,48999,49504,48889,20.39K,0.68%
01-12-2020,48747,48573,48988,48410,46.07K,0.65%
30-11-2020,48763,49141,49303,48556,45.21K,-0.79%
27-11-2020,49108,48790,49419,48644,52.03K,1.20%
26-11-2020,48460,51093,51395,48288,96.86K,-5.03%
25-11-2020,50992,50948,51247,50615,37.30K,0.27%
24-11-2020,51054,49923,51253,49915,24.77K,2.66%
23-11-2020,49851,50238,50398,49471,21.93K,-0.75%
20-11-2020,50131,49765,50172,49555,14.98K,0.93%
19-11-2020,49661,49285,49781,49172,11.69K,0.66%
18-11-2020,49341,49025,49621,48920,10.61K,0.64%
17-11-2020,49265,49499,49707,49042,7.49K,-0.60%
16-11-2020,49498,50306,50359,49233,6.94K,-1.70%
13-11-2020,50493,50285,50535,50151,5.39K,0.32%
12-11-2020,50402,50378,50536,50060,4.28K,0.03%
11-11-2020,50238,50286,50548,49978,4.61K,0.04%
10-11-2020,50104,50720,50736,49842,6.46K,-1.29%
09-11-2020,50582,50084,50747,50084,5.00K,0.73%
06-11-2020,50177,49926,50232,49694,4.82K,0.19%
05-11-2020,50048,49876,50348,49767,4.53K,0.28%
04-11-2020,50209,50385,50519,50073,3.17K,-0.14%
03-11-2020,50451,50317,50559,50027,3.29K,0.08%
02-11-2020,50334,50016,50597,49748,2.33K,0.68%
30-10-2020,50033,50925,50969,49917,6.20K,-1.76%
29-10-2020,50802,50962,51038,50671,3.01K,0.14%
28-10-2020,50602,49880,50874,49880,8.33K,1.62%
27-10-2020,49413,49284,49652,49161,7.06K,0.26%
26-10-2020,49515,49288,49797,49158,6.46K,-0.94%
23-10-2020,49901,50141,50362,49132,2.92K,-0.58%
22-10-2020,50076,49746,50195,49332,2.92K,0.64%
21-10-2020,49709,49794,50116,49418,2.00K,-0.45%
20-10-2020,49833,49255,49861,49164,2.19K,1.09%
19-10-2020,49234,49430,49560,48996,3.47K,-0.41%
16-10-2020,49492,49052,49528,48948,2.22K,1.49%
15-10-2020,48758,48250,48911,47950,235.92K,0.86%
14-10-2020,48225,48390,48561,47910,230.86K,-0.56%
13-10-2020,48602,48343,48705,47931,345.04K,0.45%
12-10-2020,48351,49301,49425,48030,411.56K,-2.05%
09-10-2020,49134,49405,49595,48910,282.71K,-0.16%
08-10-2020,49400,50608,50752,48749,386.67K,-2.62%
07-10-2020,50756,50471,50914,50471,174.77K,0.63%
06-10-2020,50513,50972,51016,50210,273.14K,-1.05%
05-10-2020,50822,50587,51165,50479,298.39K,0.22%
02-10-2020,50834,50834,51253,50560,239.54K,0.13%
01-10-2020,50716,50334,50944,50239,200.09K,0.81%
30-09-2020,50550,50703,50952,50449,205.23K,-0.83%
29-09-2020,51107,50873,51391,50699,271.48K,0.48%
28-09-2020,50866,50463,50991,50122,227.18K,0.60%
25-09-2020,50507,50372,50640,49688,416.01K,0.00%
24-09-2020,50661,50526,50794,49840,416.01K,0.46%
23-09-2020,50204,50300,50783,49874,304.74K,-0.18%
22-09-2020,50254,50542,50741,49979,303.03K,-0.35%
21-09-2020,50474,51307,51400,50323,332.59K,-1.73%
18-09-2020,51334,51199,51912,51082,304.89K,0.02%
17-09-2020,51375,51253,51562,50951,245.11K,0.19%
16-09-2020,51233,50263,51443,50022,334.10K,2.19%
15-09-2020,50180,50970,51593,49716,467.17K,-1.02%
14-09-2020,50542,50193,50824,49400,342.21K,1.53%
11-09-2020,49818,50150,50362,49715,274.11K,-0.83%
10-09-2020,50235,50461,51041,50018,286.26K,-0.40%
09-09-2020,50348,50571,50765,49562,355.07K,0.03%
08-09-2020,50637,50323,51069,50180,383.34K,-1.21%
07-09-2020,51046,52087,52220,50015,443.26K,-2.13%
04-09-2020,52044,51540,52341,51323,361.48K,0.72%
03-09-2020,51742,50647,51797,50199,289.44K,2.51%
02-09-2020,50392,50754,50914,50116,241.80K,-1.05%
01-09-2020,50741,49631,50854,49520,349.89K,1.10%
31-08-2020,50363,49655,50674,48431,459.84K,0.14%
28-08-2020,50196,52572,52626,49294,565.00K,-4.58%
27-08-2020,53173,53306,53723,52862,251.31K,0.58%
26-08-2020,53095,54362,54697,53011,398.13K,-2.00%
25-08-2020,54180,53803,54504,53646,312.76K,0.98%
24-08-2020,53615,53293,54164,53044,366.38K,1.40%
21-08-2020,53411,52684,53852,52396,274.42K,1.75%
20-08-2020,52558,52851,53172,52264,178.75K,0.02%
19-08-2020,52431,52106,52946,52048,279.32K,0.97%
18-08-2020,51738,52253,52277,51356,271.38K,0.08%
17-08-2020,51816,51678,52372,51283,23.27K,0.64%
14-08-2020,51595,51471,52470,50523,30.15K,0.59%
13-08-2020,51232,50485,51580,50464,23.25K,1.64%
12-08-2020,50395,50049,50587,49943,11.64K,0.42%
11-08-2020,50069,49574,50300,49353,10.77K,1.36%
10-08-2020,49566,48924,49741,48924,11.13K,1.24%
07-08-2020,49060,48416,49083,48356,9.18K,1.44%
06-08-2020,48280,48132,48434,48035,4.49K,0.36%
05-08-2020,48043,47721,48133,47679,4.31K,0.51%
04-08-2020,47968,48342,48384,47804,2.86K,-0.79%
03-08-2020,48430,48376,48554,48175,2.41K,0.03%
31-07-2020,48242,48070,48279,47687,6.31K,-0.13%
30-07-2020,48275,47990,48386,47951,4.01K,0.67%
29-07-2020,47999,48147,48391,47867,5.21K,-0.11%
28-07-2020,48027,48402,48582,47953,5.32K,-0.89%
27-07-2020,48390,48013,48609,47936,6.30K,0.68%
24-07-2020,48040,47649,48048,47283,6.82K,0.93%
23-07-2020,47632,47447,47766,47265,2.54K,0.64%
22-07-2020,47201,47054,47346,46825,184.65K,-0.42%
21-07-2020,47354,47078,47394,46736,4.65K,0.57%
20-07-2020,47219,47643,47904,46902,4.21K,-1.06%
17-07-2020,47819,47391,47899,47143,3.30K,1.08%
16-07-2020,47485,47684,47710,47366,1.37K,0.04%
15-07-2020,47429,47267,47577,46732,2.09K,0.57%
14-07-2020,47338,47303,47558,47175,3.56K,-0.24%
13-07-2020,47330,47569,47853,47213,1.47K,-0.32%
10-07-2020,47473,47043,47582,46852,1.49K,0.88%
09-07-2020,47034,47003,47355,46740,2.61K,0.75%
08-07-2020,46554,45967,46713,45959,1.97K,1.21%
07-07-2020,45913,46048,46349,45684,1.83K,-0.25%
06-07-2020,45922,45948,46003,45450,1.26K,-0.06%
03-07-2020,45949,45907,46051,45599,1.17K,0.55%
02-07-2020,45766,46135,46148,45228,1.06K,-0.60%
01-07-2020,46498,46464,46911,46283,0.68K,-0.15%
30-06-2020,46602,46847,46999,46287,1.75K,1.06%
29-06-2020,46090,46140,46820,45919,2.46K,-0.10%
26-06-2020,46205,45749,46381,45608,2.73K,0.96%
25-06-2020,45745,45185,45777,45161,0.77K,1.28%
24-06-2020,45216,46209,46249,44941,1.74K,-2.53%
23-06-2020,46291,45707,46320,45577,3.07K,1.28%
22-06-2020,45878,46646,46670,45488,3.46K,-1.56%
19-06-2020,46895,47425,47500,46739,2.20K,-0.90%
18-06-2020,47407,47606,47660,47075,1.82K,-0.09%
17-06-2020,47381,46959,47451,46770,2.66K,1.35%
16-06-2020,46727,46593,47133,46493,3.35K,0.61%
15-06-2020,46280,46207,46341,45604,158.95K,-0.08%
12-06-2020,46360,47026,47095,46173,152.50K,1.33%
11-06-2020,45707,46489,46553,45557,313.17K,-2.73%
10-06-2020,46782,46465,46903,46364,61.87K,0.96%
09-06-2020,46260,47016,47016,46108,59.71K,-1.63%
08-06-2020,46959,46847,47079,46733,35.79K,0.44%
05-06-2020,46853,46558,47013,46366,24.24K,0.64%
04-06-2020,46493,47097,47579,46365,27.74K,-1.20%
03-06-2020,46976,46498,47104,46453,20.76K,0.91%
02-06-2020,46414,45946,46544,45744,21.06K,1.46%
01-06-2020,45994,45706,46207,45557,37.39K,0.56%
29-05-2020,45799,45665,46095,45502,49.23K,0.35%
28-05-2020,45672,45853,46080,45504,52.43K,-0.89%
27-05-2020,46238,46517,46734,45973,46.93K,-0.52%
26-05-2020,46200,45095,46397,45045,44.14K,2.31%
25-05-2020,45413,46103,46162,45265,20.00K,-1.30%
22-05-2020,46050,46013,46230,45640,14.77K,-0.08%
21-05-2020,45888,45829,46186,45533,11.14K,0.77%
20-05-2020,45499,45299,45846,44862,12.18K,0.36%
19-05-2020,45388,46247,46500,45204,11.76K,-1.06%
18-05-2020,45907,46209,46441,45768,5.11K,-0.50%
15-05-2020,46216,46250,46454,45723,8.40K,-0.05%
14-05-2020,46035,46581,46603,45924,7.47K,-0.63%
13-05-2020,46249,46690,46887,45991,6.69K,-0.52%
12-05-2020,46304,46018,46796,45933,5.56K,0.42%
11-05-2020,46615,45520,46717,45472,8.54K,3.05%
08-05-2020,45023,45642,45809,44453,13.05K,-1.33%
07-05-2020,45787,45303,45966,45087,9.96K,0.74%
06-05-2020,45640,46711,46711,45452,12.31K,-1.91%
05-05-2020,46287,46575,47229,46057,6.73K,-0.46%
04-05-2020,46457,46804,46962,46233,5.81K,-1.59%
01-05-2020,47278,47091,47802,46722,9.46K,0.48%
30-04-2020,46635,46063,46911,45669,5.10K,0.50%
29-04-2020,46634,44667,46671,44667,10.13K,4.06%
28-04-2020,45178,45050,45468,44840,4.76K,0.06%
27-04-2020,45249,45846,46779,44983,7.22K,-0.56%
24-04-2020,45526,44340,46083,44073,9.30K,2.84%
23-04-2020,44052,43771,44242,43484,4.33K,0.48%
22-04-2020,44141,43203,44343,43030,7.55K,2.89%
21-04-2020,43218,43191,43767,42900,5.77K,-0.31%
20-04-2020,43126,44309,44341,42929,6.07K,-2.85%
17-04-2020,44378,44907,45202,44076,6.14K,-0.64%
16-04-2020,44813,44794,45000,44179,159.26K,-0.37%
15-04-2020,44840,44351,45296,43536,145.43K,1.59%
14-04-2020,43821,44658,45529,43143,107.99K,-1.74%
13-04-2020,44736,42127,45548,42127,175.51K,5.76%
10-04-2020,42094,40373,42150,39865,98.80K,5.69%
09-04-2020,40051,39690,40977,39319,46.27K,0.39%
08-04-2020,39709,39907,40323,39187,64.61K,0.11%
07-04-2020,39507,40924,41329,39384,73.22K,-3.11%
06-04-2020,40952,40355,41711,39358,73.57K,2.65%
03-04-2020,40033,42082,42383,39075,73.79K,-2.03%
02-04-2020,40950,42607,43130,40613,75.40K,-4.63%
01-04-2020,42938,44164,44577,42135,94.80K,-3.17%
31-03-2020,43729,43915,44508,43471,85.84K,-1.08%
30-03-2020,44244,44779,44781,43744,52.24K,-0.91%
27-03-2020,44688,45111,45465,44214,54.57K,0.15%
26-03-2020,44276,44298,44815,43487,71.20K,0.25%
25-03-2020,45045,44255,45239,44223,27.67K,1.51%
24-03-2020,44379,44266,44686,44115,28.13K,-0.10%
23-03-2020,44399,42929,44555,42929,34.66K,3.09%
20-03-2020,42541,42511,42993,42054,23.69K,1.76%
19-03-2020,41464,43572,43688,41393,65.34K,-4.64%
18-03-2020,43342,43387,43868,43190,22.88K,-0.04%
17-03-2020,43077,42923,43437,42646,20.86K,-0.42%
16-03-2020,43223,43593,43593,42617,23.32K,-1.58%
13-03-2020,43820,43245,44201,43206,40.17K,1.68%
12-03-2020,43526,42834,43599,42816,19.99K,1.75%
11-03-2020,42266,42105,42417,41912,15.70K,0.54%
10-03-2020,42307,42116,42411,42061,6.16K,0.51%
09-03-2020,42118,41624,42236,41548,17.65K,0.36%
06-03-2020,41861,41378,41981,41292,414.24K,0.73%
05-03-2020,41276,41104,41320,41016,16.79K,0.47%
04-03-2020,41103,40846,41168,40843,4.72K,0.46%
03-03-2020,40643,40628,40692,40468,17.80K,0.09%
02-03-2020,40514,40660,40699,40385,12.95K,-0.60%
28-02-2020,40566,40469,40589,40372,4.94K,0.39%
27-02-2020,39915,39827,40019,39683,5.77K,0.22%
26-02-2020,39788,39502,39833,39439,3.20K,0.45%
25-02-2020,39741,39607,39817,39442,10.77K,0.47%
24-02-2020,39620,40305,40335,39551,6.79K,-1.69%
21-02-2020,40271,40659,40667,40038,3.91K,-0.35%
20-02-2020,40298,40073,40485,39980,6.87K,-0.08%
19-02-2020,40286,40089,40321,39983,13.36K,1.21%
18-02-2020,39795,39694,39972,39591,238.02K,0.01%
17-02-2020,39654,39939,39974,39518,194.66K,-0.50%
14-02-2020,39959,40019,40236,39906,138.92K,0.35%
13-02-2020,39709,39462,39795,39304,124.27K,0.42%
12-02-2020,39530,39356,39582,39175,69.90K,0.56%
11-02-2020,39299,39337,39370,39133,76.26K,-0.08%
10-02-2020,39332,39335,39601,39030,68.33K,0.40%
07-02-2020,39300,39285,39575,39000,462.62K,-0.55%
06-02-2020,39357,39151,39382,39080,37.82K,0.64%
05-02-2020,39086,39239,39285,39026,32.58K,-0.23%
04-02-2020,39135,38955,39253,38955,44.84K,0.59%
03-02-2020,39019,39132,39137,38815,43.90K,-0.39%
31-01-2020,39299,39615,39615,39208,82.13K,-0.60%
30-01-2020,39534,39375,39632,39195,47.51K,0.37%
29-01-2020,39255,39348,39449,38923,35.81K,-0.38%
28-01-2020,39343,39765,40676,39175,55.74K,-0.89%
27-01-2020,39834,39647,39955,39400,45.63K,0.34%
24-01-2020,39631,39558,40149,39475,48.64K,1.05%
23-01-2020,39257,38733,39345,38703,19.72K,1.59%
22-01-2020,38469,38299,38615,38261,19.19K,0.33%
21-01-2020,38392,38254,38523,38254,18.81K,0.31%
20-01-2020,38204,38137,38214,38079,6.88K,0.03%
17-01-2020,38213,38158,38250,38060,10.68K,0.25%
16-01-2020,38063,37801,38131,37755,7.83K,0.64%
15-01-2020,37683,37306,37688,37271,5.11K,1.08%
14-01-2020,37347,37168,37380,37168,2.46K,0.52%
13-01-2020,37079,37129,37174,37044,1.45K,-0.23%
10-01-2020,37295,37175,37328,37123,6.56K,0.38%
09-01-2020,37286,37331,37412,37186,5.32K,-0.13%
08-01-2020,37494,37484,37597,37441,10.20K,0.02%
07-01-2020,37662,37654,37760,37593,2.83K,-0.05%
06-01-2020,37693,37465,37724,37321,7.23K,0.61%
03-01-2020,37415,37574,37891,37321,5.12K,-0.18%
02-01-2020,37264,37105,37445,37065,13.02K,0.47%
01-01-2020,37026,36973,37154,36926,8.28K,0.22%
31-12-2019,37012,36974,37130,36974,4.90K,-0.01%
30-12-2019,36999,37402,37485,36956,15.15K,-1.20%
27-12-2019,37520,37467,37581,37389,4.69K,0.20%
26-12-2019,37363,37444,37605,37280,15.90K,-0.29%
25-12-2019,37461,37046,37541,36991,13.27K,1.04%
24-12-2019,37076,37064,37139,36855,10.81K,-0.24%
23-12-2019,37133,36874,37138,36791,4.58K,0.37%
20-12-2019,36914,36626,36919,36573,272.34K,0.46%
19-12-2019,36808,37002,37007,36771,15.69K,-0.10%
18-12-2019,36750,36598,36815,36480,285.63K,0.25%
17-12-2019,36678,36771,36806,36601,126.74K,-0.46%
16-12-2019,36784,36794,37029,36724,81.55K,0.00%
13-12-2019,36723,36993,37028,36696,75.50K,-0.71%
12-12-2019,36866,36876,36991,36667,58.28K,-0.01%
11-12-2019,36944,36862,36979,36710,35.81K,0.16%
10-12-2019,36937,36844,36994,36550,33.19K,0.23%
09-12-2019,36935,37018,37023,36795,31.13K,-0.32%
06-12-2019,37219,37005,37269,36930,43.48K,0.68%
05-12-2019,36951,36790,37067,36790,43.67K,0.66%
04-12-2019,36824,36885,37013,36635,94.34K,-0.24%
03-12-2019,37050,37116,37303,36842,46.58K,-0.39%
02-12-2019,37139,37296,37415,36977,70.22K,-0.24%
29-11-2019,37287,37933,37981,37163,138.19K,-1.80%
28-11-2019,37842,37612,37910,37612,25.71K,0.64%
27-11-2019,37473,38174,38177,37395,133.26K,-1.81%
26-11-2019,38282,38398,38426,38164,24.62K,-0.01%
25-11-2019,38399,38473,38569,38250,23.69K,-0.22%
22-11-2019,38538,38105,38586,38069,19.34K,1.20%
21-11-2019,38060,37885,38115,37718,28.48K,0.41%
20-11-2019,37903,38010,38063,37779,23.59K,-0.35%
19-11-2019,38079,38361,38452,37991,8.08K,-0.62%
18-11-2019,38379,38394,38772,38328,7.87K,0.04%
15-11-2019,38206,37944,38257,37850,4.63K,0.60%
14-11-2019,38146,38037,38235,38027,3.70K,0.55%
13-11-2019,38035,38045,38142,37946,4.54K,-0.03%
12-11-2019,37858,38035,38119,37777,9.40K,-0.40%
11-11-2019,37894,37919,37972,37750,5.96K,-0.28%
08-11-2019,37888,37777,37954,37621,4.18K,0.29%
07-11-2019,37612,37376,37637,37276,15.13K,0.70%
06-11-2019,37329,37647,37803,37269,2.92K,-0.94%
05-11-2019,37558,37428,37655,37300,6.09K,0.60%
04-11-2019,37343,37592,37820,37078,8.89K,-0.81%
01-11-2019,37632,37859,38164,37515,5.02K,-0.78%
31-10-2019,38047,37994,38157,37857,4.53K,0.59%
30-10-2019,37809,37692,38092,37561,4.44K,-0.03%
29-10-2019,37789,38114,38114,37514,7.25K,-0.56%
28-10-2019,37923,37881,38128,37637,10.99K,-0.05%
25-10-2019,37984,37779,38281,37701,5.02K,0.40%
24-10-2019,37911,37388,37991,37235,8.89K,1.26%
23-10-2019,37314,37067,37421,36718,9.66K,1.09%
22-10-2019,36957,37704,37793,36894,14.29K,-2.21%
21-10-2019,37855,37982,38040,37540,12.37K,-0.14%
18-10-2019,37996,37888,38103,37792,378.29K,0.19%
17-10-2019,37944,38634,38709,37821,481.46K,-1.81%
16-10-2019,38771,38510,38849,38333,424.86K,0.57%
15-10-2019,38626,38374,38699,38283,359.88K,1.08%
14-10-2019,38072,37863,38308,37825,284.39K,0.59%
11-10-2019,37682,37577,37829,37434,291.30K,-0.63%
10-10-2019,37957,37804,38050,37329,364.96K,0.16%
09-10-2019,37966,37793,38007,37653,336.63K,0.13%
08-10-2019,37972,38012,38178,37769,349.61K,0.80%
07-10-2019,37541,37716,37969,37381,364.42K,-0.52%
04-10-2019,37659,37597,38279,37394,491.47K,0.28%
03-10-2019,37663,37430,37738,37405,308.79K,0.27%
02-10-2019,37626,37822,37875,37448,397.92K,-0.79%
01-10-2019,37903,38036,38222,37763,317.52K,-0.29%
30-09-2019,37765,38017,38281,37646,544.87K,-0.66%
27-09-2019,37941,38834,38847,37663,606.40K,-2.24%
26-09-2019,39060,38950,39205,38614,412.35K,0.29%
25-09-2019,38960,38442,39035,38262,554.83K,0.00%
24-09-2019,38951,38433,39026,38252,554.83K,1.73%
23-09-2019,38195,38382,38507,38100,330.85K,-0.49%
20-09-2019,38532,38845,39106,38324,455.60K,-0.79%
19-09-2019,39001,39069,39190,38808,353.91K,-0.17%
18-09-2019,38943,38580,39011,38529,347.05K,0.95%
17-09-2019,38764,38971,39465,38704,411.67K,-0.03%
16-09-2019,38823,38096,38891,37949,473.00K,1.93%
13-09-2019,37772,37869,37924,37611,279.41K,-0.48%
12-09-2019,37942,38010,38010,37712,245.90K,0.00%
11-09-2019,38268,38031,38347,37948,247.54K,0.27%
10-09-2019,38324,38613,38628,38113,295.83K,-0.79%
09-09-2019,38576,38837,38956,38330,322.46K,-0.50%
06-09-2019,38697,38580,38861,38371,436.12K,0.22%
05-09-2019,38763,38388,38943,38172,484.19K,0.90%
04-09-2019,38448,38656,39261,37808,616.74K,-0.20%
03-09-2019,38624,38420,38988,38150,355.10K,0.58%
02-09-2019,38295,38483,38615,38237,332.61K,-0.07%
30-08-2019,38046,38111,38343,37847,402.96K,-0.66%
29-08-2019,38428,37596,38506,37535,651.55K,2.39%
28-08-2019,37605,37527,37671,37200,381.92K,0.52%
27-08-2019,37261,36623,37395,36562,534.19K,1.30%
26-08-2019,37029,37029,37141,36648,493.05K,1.75%
23-08-2019,36133,35961,36784,35621,587.56K,-0.38%
22-08-2019,36481,36630,36734,36087,419.58K,-0.28%
21-08-2019,36333,36275,36431,36157,259.62K,1.02%
20-08-2019,36020,35985,36209,35874,10.86K,0.09%
19-08-2019,35938,35847,36076,35774,11.29K,0.33%
16-08-2019,35671,35967,36158,35583,12.74K,-0.63%
15-08-2019,36227,36093,36389,36055,6.93K,0.14%
14-08-2019,35907,35995,36128,35729,6.65K,-0.36%
13-08-2019,36110,36148,36206,36025,5.04K,0.01%
12-08-2019,36037,36588,36718,35896,11.80K,-0.09%
09-08-2019,35888,35895,36426,35573,7.44K,0.34%
08-08-2019,35514,35146,35635,34970,5.35K,0.85%
07-08-2019,35576,35701,35789,35355,3.85K,-0.16%
06-08-2019,35581,35684,35774,35476,3.14K,0.10%
05-08-2019,35436,35281,35598,35261,2.03K,0.39%
02-08-2019,34740,35087,35296,34661,3.70K,-0.41%
01-08-2019,34541,34234,34740,34039,3.77K,0.85%
31-07-2019,34178,34110,34210,33867,4.55K,0.04%
30-07-2019,34157,34181,34393,34009,3.28K,-0.01%
29-07-2019,34106,34672,34744,33832,4.43K,0.44%
26-07-2019,34018,34540,34667,33738,577.38K,-1.89%
25-07-2019,34755,34789,35235,34616,3.97K,0.91%
24-07-2019,34410,33912,34775,33899,4.08K,1.35%
23-07-2019,33977,34359,34359,33869,6.87K,-1.71%
22-07-2019,34517,34495,34855,34395,1.91K,0.12%
19-07-2019,34440,34433,34511,34188,4.28K,-0.23%
18-07-2019,34518,34792,34795,34270,2.33K,-0.24%
17-07-2019,34596,34693,35140,34528,3.53K,0.04%
16-07-2019,34485,34190,34645,34139,1.95K,1.29%
15-07-2019,33993,33816,34355,33664,2.03K,0.21%
12-07-2019,33928,33137,33940,33067,3.23K,3.56%
11-07-2019,32690,32717,33112,32601,1.47K,-0.14%
10-07-2019,32740,32559,32919,32540,1.36K,0.58%
09-07-2019,32622,32660,32713,32476,0.70K,-0.12%
08-07-2019,32661,32741,33082,32591,3.06K,0.07%
05-07-2019,32584,32427,32656,32410,0.90K,0.52%
04-07-2019,32451,32304,32574,32304,1.33K,0.41%
03-07-2019,32447,32471,32500,32267,1.14K,0.15%
02-07-2019,32441,32754,32754,32434,1.78K,-1.24%
01-07-2019,32847,32715,32983,32594,1.39K,0.25%
28-06-2019,32795,32639,32814,32535,0.54K,0.68%
